Satna,Madhya Pradesh,0
Sehore,Madhya Pradesh,0
Seoni,Madhya Pradesh,0
Shahdol,Madhya Pradesh,0
Shajapur,Madhya Pradesh,0
Sheopur,Madhya Pradesh,0
Sidhi,Madhya Pradesh,0
Singrauli,Madhya Pradesh,0
Tikamgarh,Madhya Pradesh,0
Umaria,Madhya Pradesh,0
Unknown,Madhya Pradesh,0
Vidisha,Madhya Pradesh,0
Gwalior,Madhya Pradesh,1
Indore,Madhya Pradesh,16
Shivpuri,Madhya Pradesh,2
Bhopal,Madhya Pradesh,3
Ujjain,Madhya Pradesh,3
Jabalpur,Madhya Pradesh,8
Akola,Maharashtra,0
Amravati,Maharashtra,0
Beed,Maharashtra,0
Bhandara,Maharashtra,0
Buldhana,Maharashtra,0
Chandrapur,Maharashtra,0
Dhule,Maharashtra,0
Gadchiroli,Maharashtra,0
Hingoli,Maharashtra,0
Jalgaon,Maharashtra,0
Jalna,Maharashtra,0
Latur,Maharashtra,0
Nanded,Maharashtra,0
Nandurbar,Maharashtra,0
Nashik,Maharashtra,0
Osmanabad,Maharashtra,0
Palghar,Maharashtra,0
Parbhani,Maharashtra,0
Raigad,Maharashtra,0
Sindhudurg,Maharashtra,0
Solapur,Maharashtra,0
Wardha,Maharashtra,0
Washim,Maharashtra,0
Yavatmal,Maharashtra,0
Aurangabad,Maharashtra,1
Gondiya,Maharashtra,1
Kolhapur,Maharashtra,1
Ratnagiri,Maharashtra,1
Ahmednagar,Maharashtra,2
Satara,Maharashtra,2
Sangli,Maharashtra,24
Pune,Maharashtra,26
Yavatmal,Maharashtra,3
Unknown,Maharashtra,32
Thane,Maharashtra,4
Mumbai,Maharashtra,67
Nagpur,Maharashtra,9
Bishnupur,Manipur,0
Chandel,Manipur,0
Churachandpur,Manipur,0
Imphal East,Manipur,0
Jiribam,Manipur,0
Kakching,Manipur,0
Kamjong,Manipur,0
Kangpokpi,Manipur,0
Noney,Manipur,0
Pherzawl,Manipur,0
Senapati,Manipur,0
Tamenglong,Manipur,0
Tengnoupal,Manipur,0
Thoubal,Manipur,0
Ukhrul,Manipur,0
Unknown,Manipur,0
Imphal West,Manipur,1
Unknown,Meghalaya,0
Champhai,Mizoram,0
Kolasib,Mizoram,0
Lawngtlai,Mizoram,0
Lunglei,Mizoram,0
Mamit,Mizoram,0
Saiha,Mizoram,0
Serchhip,Mizoram,0
Unknown,Mizoram,0
Aizawl,Mizoram,1
Unknown,Nagaland,0
Angul,Odisha,0
Balangir,Odisha,0
Balasore,Odisha,0
Bargarh,Odisha,0
Bhadrak,Odisha,0
Boudh,Odisha,0
Cuttack,Odisha,0
Debagarh,Odisha,0
Dhenkanal,Odisha,0
Gajapati,Odisha,0
Ganjam,Odisha,0
Jagatsinghpur,Odisha,0
Jajpur,Odisha,0
Jharsuguda,Odisha,0
Kalahandi,Odisha,0
Kandhamal,Odisha,0
Kendrapara,Odisha,0
Kendujhar,Odisha,0
Koraput,Odisha,0
Malkangiri,Odisha,0
Mayurbhanj,Odisha,0
Nabarangpur,Odisha,0
Nayagarh,Odisha,0
Nuapada,Odisha,0
Puri,Odisha,0
Rayagada,Odisha,0
Sambalpur,Odisha,0
Subarnapur,Odisha,0
Sundargarh,Odisha,0
Unknown,Odisha,0
Khordha,Odisha,3
Karaikal,Puducherry,0
Pondicherry,Puducherry,0
Unknown,Puducherry,0
Yanam,Puducherry,0
Mahe,Puducherry,1
Barnala,Punjab,0
Bathinda,Punjab,0
Faridkot,Punjab,0
Fatehgarh Sahib,Punjab,0
Fazilka,Punjab,0
Firozpur,Punjab,0
Gurdaspur,Punjab,0
Hoshiarpur,Punjab,0
Jalandhar,Punjab,0
Kapurthala,Punjab,0
Mansa,Punjab,0
Moga,Punjab,0
Pathankot,Punjab,0
Patiala,Punjab,0
Rupnagar,Punjab,0
Sangrur,Punjab,0
Sri Muktsar Sahib,Punjab,0
Tarn Taran,Punjab,0
Ludhiana,Punjab,1
Shaheed Bhagat Singh Nagar,Punjab,19
Amritsar,Punjab,2
Hoshiarpur,Punjab,2
Unknown,Punjab,3
Jalandhar,Punjab,5
Sahibzada Ajit Singh Nagar,Punjab,6
Ajmer,Rajasthan,0
Alwar,Rajasthan,0
Banswara,Rajasthan,0
Baran,Rajasthan,0
Barmer,Rajasthan,0
Bharatpur,Rajasthan,0
Bikaner,Rajasthan,0
Bundi,Rajasthan,0
Chittorgarh,Rajasthan,0
Churu,Rajasthan,0
Dausa,Rajasthan,0
Dholpur,Rajasthan,0
Durgarpur,Rajasthan,0
Ganganagar,Rajasthan,0
Hanumangarh,Rajasthan,0
Jaisalmer,Rajasthan,0
Jalore,Rajasthan,0
Jhalawar,Rajasthan,0
Karauli,Rajasthan,0
Kota,Rajasthan,0
Nagaur,Rajasthan,0
Pali,Rajasthan,0
Rajsamand,Rajasthan,0
Sawai Madhopur ,Rajasthan,0
Sikar,Rajasthan,0
Sirohi,Rajasthan,0
Tonk,Rajasthan,0
Udaipur,Rajasthan,0
Unknown,Rajasthan,10
Jaipur,Rajasthan,11
Bhilwara,Rajasthan,17
Pratapgarh,Rajasthan,2
Jodhpur,Rajasthan,4
Jhunjhunu,Rajasthan,6
Unknown,Sikkim,0
Ariyalur,Tamil Nadu ,0
Chengalpattu,Tamil Nadu ,0
Cuddalore,Tamil Nadu ,0
Dharmapuri,Tamil Nadu ,0
Dindigul,Tamil Nadu ,0
Kallakurichi,Tamil Nadu ,0
Kanchipuram,Tamil Nadu ,0
Kanyakumari,Tamil Nadu ,0
Karuru,Tamil Nadu ,0
Krishnagiri,Tamil Nadu ,0
Mayiladuthurai,Tamil Nadu ,0
Nagapattinam,Tamil Nadu ,0
Namakkal,Tamil Nadu ,0
Niligiris,Tamil Nadu ,0
Perambalur,Tamil Nadu ,0
Pudukottai,Tamil Nadu ,0
Ramanathapuram,Tamil Nadu ,0
Ranipet,Tamil Nadu ,0
Sivaganga,Tamil Nadu ,0
Tenkasi,Tamil Nadu ,0
Thanjavur,Tamil Nadu ,0
Theni,Tamil Nadu ,0
Thoothukudi,Tamil Nadu ,0
Tirunelveli,Tamil Nadu ,0
Tirupattur,Tamil Nadu ,0
Tiruvallur,Tamil Nadu ,0
Tiruvannamalai,Tamil Nadu ,0
Tiruvarur,Tamil Nadu ,0
Viluppuram,Tamil Nadu ,0
Virudhunagar,Tamil Nadu ,0
Unknown,Tamil Nadu,0
Coimbatore,Tamil Nadu ,1
Kumbakonam,Tamil Nadu ,1
Tiruchirappalli,Tamil Nadu ,1
Tiruneveli,Tamil Nadu ,1
Tiruppur,Tamil Nadu ,1
Chennai,Tamil Nadu ,19
Vellore,Tamil Nadu ,2
Madurai,Tamil Nadu ,3
Erode,Tamil Nadu ,5
Salem,Tamil Nadu ,6
Adilabad,Telangana,0
Jagtial,Telangana,0
Jangaon,Telangana,0
Jayashankar Bhupalpally,Telangana,0
Jogulama Gadwal,Telangana,0
Kamareddy,Telangana,0
Khammam,Telangana,0
Komaram Bheem,Telangana,0
Mahabubabad,Telangana,0
Mahbubnagar,Telangana,0
Mancherial,Telangana,0
Medak,Telangana,0
Mulugu,Telangana,0
Nagarkurnool,Telangana,0
Nalgonda,Telangana,0
Narayanpet,Telangana,0
Nirmal,Telangana,0
Nizamabad,Telangana,0
Peddapalli,Telangana,0
Rajanna Sircilla,Telangana,0
Sangareddy,Telangana,0
Siddipet,Telangana,0
Suryapet,Telangana,0
Vikarabad,Telangana,0
Wanaparthy,Telangana,0
Warangal Rural,Telangana,0
Warangal Urban,Telangana,0
Yadadri Bhuvanagiri,Telangana,0
Medchal Malkajgiri,Telangana,1
Unknown,Telangana,14
Ranga Reddy,Telangana,2
Bhadradri Kothagudem,Telangana,3
Karimnagar,Telangana,3
Hyderabad,Telangana,36
Unknown,Tripura,0
Almora,Uttarakhand,0
Bageshwar,Uttarakhand,0
Chamoli,Uttarakhand,0
Champawat,Uttarakhand,0
Haridwar,Uttarakhand,0
Nainital,Uttarakhand,0
Pithoragarh,Uttarakhand,0
Rudraprayag,Uttarakhand,0
Tehri Garhwal ,Uttarakhand,0
Udham Singh  Nagar ,Uttarakhand,0
Uttarkashi,Uttarakhand,0
Pauri,Uttarakhand,1
Unknown,Uttarakhand,1
Dehradun,Uttarakhand,3
Aligarh,Uttar Pradesh ,0
Allahabad,Uttar Pradesh ,0
Ambedkar Nagar ,Uttar Pradesh ,0
Amethi,Uttar Pradesh ,0
Amroha,Uttar Pradesh ,0
Auraiya,Uttar Pradesh ,0
Azamgarh,Uttar Pradesh ,0
Bahraich,Uttar Pradesh ,0
Ballia,Uttar Pradesh ,0
Balrampur,Uttar Pradesh ,0
Banda,Uttar Pradesh ,0
Barabanki,Uttar Pradesh ,0
Bareilly,Uttar Pradesh ,0
Basti,Uttar Pradesh ,0
Bhadohi,Uttar Pradesh ,0
Bijnor,Uttar Pradesh ,0
Budaun,Uttar Pradesh ,0
Bulandshahr,Uttar Pradesh ,0
Chandauli,Uttar Pradesh ,0
Chitrakoot,Uttar Pradesh ,0
Deoria,Uttar Pradesh ,0
Etah,Uttar Pradesh ,0
Etawah,Uttar Pradesh ,0
Faizabad,Uttar Pradesh ,0
Farrukhabad,Uttar Pradesh ,0
Fatehpur,Uttar Pradesh ,0
Firozabad,Uttar Pradesh ,0
Ghazipur,Uttar Pradesh ,0
Gonda,Uttar Pradesh ,0
Gorakhpur,Uttar Pradesh ,0
Hamirpur,Uttar Pradesh ,0
Hapur,Uttar Pradesh ,0
Hardoi,Uttar Pradesh ,0
Hathras,Uttar Pradesh ,0
Jalaun,Uttar Pradesh ,0
Jhansi,Uttar Pradesh ,0
Kannauj,Uttar Pradesh ,0
Kasganj,Uttar Pradesh ,0
Kaushambi,Uttar Pradesh ,0
Kushinagar,Uttar Pradesh ,0
Lakhimpur Kheri ,Uttar Pradesh ,0
Lalitpur,Uttar Pradesh ,0
Maharajganj,Uttar Pradesh ,0
Mahoba,Uttar Pradesh ,0
Mainpuri,Uttar Pradesh ,0
Mathura,Uttar Pradesh ,0
Mau,Uttar Pradesh ,0
Meerut,Uttar Pradesh ,0
Mirzapur,Uttar Pradesh ,0
Muzaffarnagar,Uttar Pradesh ,0
Pratapgarh,Uttar Pradesh ,0
Raebareli,Uttar Pradesh ,0
Rampur,Uttar Pradesh ,0
Saharanpur,Uttar Pradesh ,0
Sambhal,Uttar Pradesh ,0
Sant Kabir Nagar,Uttar Pradesh ,0
Shahjahanpur,Uttar Pradesh ,0
Shamli,Uttar Pradesh ,0
Shravasti,Uttar Pradesh ,0
Siddharthnagar,Uttar Pradesh ,0
Sitapur,Uttar Pradesh ,0
Sultanpur,Uttar Pradesh ,0
Unnao,Uttar Pradesh ,0
Baghpat,Uttar Pradesh ,1
Jaunpur,Uttar Pradesh ,1
Kanpur,Uttar Pradesh ,1
Moradabad,Uttar Pradesh ,1
Varanasi,Uttar Pradesh ,1
Gautam Buddha ,Uttar Pradesh ,16
Pilibhit,Uttar Pradesh ,2
Ghaziabad,Uttar Pradesh ,3
Unknown,Uttar Pradesh,7
Lucknow,Uttar Pradesh ,8
Agra,Uttar Pradesh ,9
Alipurduar,West Bengal,0
Bankura,West Bengal,0
Birbhum,West Bengal,0
Cooch Behar,West Bengal,0
Dakshin Dinajpur,West Bengal,0
Darjeeling,West Bengal,0
Hooghly,West Bengal,0
Howrah,West Bengal,0
Jalpaiguri,West Bengal,0
Jhargram,West Bengal,0
Kalimpong,West Bengal,0
Malda,West Bengal,0
Murshidabad,West Bengal,0
Nadia,West Bengal,0
Paschim Bardhaman,West Bengal,0
Paschim Medinipur,West Bengal,0
Purba Bardhaman,West Bengal,0
Purba Bardhaman,West Bengal,0
Purulia,West Bengal,0
South 24 Parganas  ,West Bengal,0
Uttar Dinajpur,West Bengal,0
North 24 Parganas  ,West Bengal,1
Kolkata,West Bengal,5
Unknown,West Bengal,9
